seq1	19q2.3	(24.3,55.8)
seq5601	17p8.12	(91.8,90.1)
seq5602	7q10.12	(90.7,38.2)
seq5603	5p4.1	(58.2,80.4)
seq5604	17p8.12	(46.7,58.1)
seq5605	21p13.6	(46.2,18.7)
seq5606	21q1.2	(13.4,5.7)
seq5607	16q12.8	(95.2,90.7)
seq5608	13q10.5	(27.2,90.2)
seq5609	22q3.13	(37.0,78.0)
seq5610	5p13.10	(6.1,37.6)
seq5611	5p6.3	(46.8,70.5)
seq5612	1q15.2	(70.2,90.4)
seq5613	15q14.10	(9.7,50.9)
seq5614	15p1.7	(44.2,30.8)
seq5615	13p8.10	(35.6,12.3)
seq5616	22q11.4	(81.2,12.2)
seq5617	6q14.4	(78.6,25.5)
seq5618	19p7.1	(67.9,61.0)
seq5619	1p7.10	(34.2,95.9)
seq5620	11p13.13	(37.9,83.7)
seq5621	8p8.3	(43.7,73.1)
seq5622	7q1.10	(10.8,60.4)
seq5623	9q1.11	(55.6,38.5)
seq5624	5p7.11	(6.6,67.9)
seq5625	3q7.6	(80.7,55.7)
seq5626	13p14.3	(53.2,1.4)
seq5627	6p11.15	(89.9,42.6)
seq5628	19q7.9	(86.8,57.4)
seq5629	15q11.13	(64.9,3.7)
seq5630	21p2.3	(75.8,19.9)
seq5631	4q4.5	(19.2,60.9)
seq5632	3q2.13	(42.9,39.7)
seq5633	18q10.1	(78.9,31.2)
seq5634	21p4.9	(23.2,59.1)
seq5635	15p12.15	(75.8,55.0)
seq5636	9q3.14	(27.4,63.1)
seq5637	2q1.7	(45.7,65.9)
seq5638	14p7.9	(79.1,9.0)
seq5639	2q8.15	(25.3,85.0)
seq5640	20p2.8	(56.1,42.2)
seq5641	17p1.15	(44.2,51.8)
seq5642	13p4.14	(68.6,39.0)
seq5643	10p6.3	(17.5,10.5)
seq5644	8q8.14	(91.4,17.2)
seq5645	12q9.6	(92.4,40.7)
seq5646	14p3.5	(24.2,61.0)
seq5647	17p14.8	(47.9,7.3)
seq5648	15q1.15	(13.2,3.7)
seq5649	14p7.9	(38.0,52.8)
seq5650	2q11.9	(95.1,66.3)
seq5651	19q5.10	(71.5,31.2)
seq5652	5p13.1	(91.0,56.6)
seq5653	15p5.2	(61.1,77.2)
seq5654	6p6.6	(97.7,26.2)
seq5655	16q1.13	(62.6,28.0)
seq5656	22p10.9	(18.8,26.4)
seq5657	16p3.12	(0.2,28.2)
seq5658	11q12.9	(73.4,15.4)
seq5659	8p6.1	(57.7,92.7)
seq5660	2p4.10	(68.6,51.3)
seq5661	12q13.10	(43.3,67.1)
seq5662	16p13.10	(91.1,35.6)
seq5663	19q1.2	(16.3,6.3)
seq5664	17p5.11	(63.5,80.2)
seq5665	21p8.9	(63.7,17.7)
seq5666	7q14.1	(87.7,76.4)
seq5667	12p10.9	(75.6,53.3)
seq5668	7q15.11	(89.2,95.9)
seq5669	21q2.11	(25.2,85.8)
seq5670	1q13.9	(50.9,77.4)
seq5671	15p4.9	(47.7,7.6)
seq5672	3q3.14	(3.8,39.6)
seq5673	19p6.11	(57.6,92.3)
seq5674	11q14.10	(8.0,87.6)
seq5675	17q7.5	(7.2,52.3)
seq5676	2p9.5	(43.9,74.8)
seq5677	17q9.11	(20.0,79.9)
seq5678	2q8.8	(21.4,72.2)
seq5679	20q3.7	(34.5,76.5)
seq5680	4q13.1	(18.4,99.4)
seq5681	10p4.14	(90.6,75.7)
seq5682	6q10.15	(56.2,93.2)
seq5683	13p6.4	(79.5,58.1)
seq5684	10p12.11	(8.2,73.1)
seq5685	20q9.5	(89.3,84.9)
seq5686	8p4.4	(20.6,73.2)
seq5687	10q6.2	(65.7,9.2)
seq5688	11q7.14	(73.6,92.5)
seq5689	16p5.3	(38.4,89.9)
seq5690	12q13.14	(56.4,49.3)
seq5691	14q2.15	(93.5,38.0)
seq5692	4q15.9	(3.6,26.0)
seq5693	3p8.5	(75.9,72.5)
seq5694	11p15.1	(78.6,79.1)
seq5695	13p5.2	(67.2,59.4)
seq5696	12p14.3	(58.6,91.2)
seq5697	17q3.5	(45.9,43.3)
seq5698	5q10.10	(57.0,61.0)
seq5699	6p4.13	(70.1,93.0)
seq5700	1p4.6	(11.4,66.3)
seq5701	7p8.5	(60.8,19.7)
seq5702	14q10.3	(57.3,77.4)
seq5703	5p1.8	(13.3,74.1)
seq5704	4q14.3	(87.0,18.0)
seq5705	6p14.5	(66.9,2.7)
seq5706	3q15.15	(31.4,64.0)
seq5707	20q11.10	(69.8,90.5)
seq5708	11p4.11	(24.9,51.7)
seq5709	5p5.9	(24.9,5.1)
seq5710	22p7.13	(66.8,70.4)
seq5711	14p1.9	(84.0,57.3)
seq5712	13p12.8	(37.5,40.9)
seq5713	18p4.2	(11.5,50.1)
seq5714	18q9.1	(70.6,87.2)
seq5715	16q1.10	(7.9,6.6)
seq5716	21p15.10	(58.2,26.0)
seq5717	5p3.3	(74.3,65.8)
seq5718	14p14.10	(37.4,43.6)
seq5719	12p9.12	(55.8,73.9)
seq5720	17p2.14	(8.3,37.2)
seq5721	3p12.15	(78.7,20.3)
seq5722	10q9.15	(51.0,6.5)
seq5723	18p13.5	(89.8,17.5)
seq5724	19q14.10	(31.4,78.7)
seq5725	10p14.9	(50.3,67.5)
seq5726	3q8.5	(58.9,26.7)
seq5727	1q6.3	(79.2,68.4)
seq5728	12p9.11	(45.6,11.2)
seq5729	7p3.8	(80.0,3.0)
seq5730	3p7.1	(25.1,29.4)
seq5731	18p5.4	(15.6,27.0)
seq5732	15p6.14	(30.0,55.8)
seq5733	4q13.6	(14.4,34.7)
seq5734	7p13.3	(0.1,90.7)
seq5735	1p13.5	(99.9,13.8)
seq5736	19p14.5	(37.0,50.6)
seq5737	1q13.13	(8.6,75.4)
seq5738	14q5.11	(0.9,84.5)
seq5739	17p3.9	(99.3,48.3)
seq5740	19p14.2	(95.2,2.3)
seq5741	9q4.4	(32.5,79.5)
seq5742	13p13.7	(72.4,49.7)
seq5743	12p14.5	(63.2,96.0)
seq5744	22p3.3	(34.9,30.4)
seq5745	2q4.1	(95.5,49.3)
seq5746	5p10.6	(40.3,73.9)
seq5747	16q5.4	(86.2,58.6)
seq5748	18q2.8	(40.3,15.3)
seq5749	1q4.6	(18.1,66.9)
seq5750	13q1.11	(11.2,63.2)
seq5751	11q7.7	(80.0,68.5)
seq5752	9p15.10	(95.5,45.2)
seq5753	18p13.11	(92.7,23.9)
seq5754	7p7.11	(82.6,75.6)
seq5755	10q11.14	(73.3,8.3)
seq5756	12p12.14	(81.9,44.4)
seq5757	21q3.6	(13.9,69.8)
seq5758	6q10.9	(94.9,77.6)
seq5759	5p7.14	(88.9,4.1)
seq5760	21q4.3	(38.9,8.4)
seq5761	2p7.13	(45.2,50.8)
seq5762	10p12.9	(34.8,72.5)
seq5763	5q6.12	(67.2,65.7)
seq5764	13p13.1	(83.3,12.8)
seq5765	11p10.12	(34.0,18.7)
seq5766	17p2.11	(5.9,97.1)
seq5767	6q13.3	(6.5,10.1)
seq5768	6q13.14	(24.6,50.0)
seq5769	6q5.2	(17.5,31.5)
seq5770	1p14.13	(70.3,21.1)
seq5771	7q15.1	(79.3,18.8)
seq5772	14q7.12	(94.3,2.5)
seq5773	12p5.14	(46.6,30.9)
seq5774	1p4.4	(91.8,91.1)
seq5775	8p13.12	(90.6,59.6)
seq5776	4p8.15	(29.1,33.7)
seq5777	13q5.15	(59.4,16.5)
seq5778	3q2.4	(6.1,69.3)
seq5779	20q6.7	(33.8,94.4)
seq5780	1q13.3	(81.7,10.7)
seq5781	18q9.9	(38.5,90.9)
seq5782	5q9.3	(5.8,3.9)
seq5783	16p3.1	(59.6,12.4)
seq5784	22q4.14	(18.6,80.4)
seq5785	1p10.14	(19.6,50.3)
seq5786	11p9.7	(79.8,10.5)
seq5787	9p11.15	(96.9,86.9)
seq5788	12q10.10	(42.9,25.3)
seq5789	11p5.13	(58.8,40.4)
seq5790	17q3.11	(21.9,19.0)
seq5791	3q2.13	(38.4,81.3)
seq5792	10p7.9	(19.0,7.6)
seq5793	15p15.4	(9.9,68.3)
seq5794	8q11.6	(61.7,73.0)
seq5795	6q4.8	(41.7,67.7)
seq5796	4q6.13	(55.6,5.1)
seq5797	7q14.1	(8.0,75.7)
seq5798	2p3.2	(5.3,56.1)
seq5799	3p15.12	(0.1,75.2)
seq5800	6p6.2	(84.9,89.5)
seq5801	18p10.3	(35.0,63.6)
seq5802	19q3.8	(16.6,5.3)
seq5803	13q3.9	(41.8,50.8)
seq5804	22p14.2	(77.2,96.0)
seq5805	5q1.13	(3.4,26.8)
seq5806	12q1.1	(8.2,96.6)
seq5807	1q1.9	(8.4,39.9)
seq5808	21p5.2	(51.5,99.0)
seq5809	4p5.3	(42.1,31.1)
seq5810	9p8.13	(62.3,28.1)
seq5811	16q2.5	(27.0,35.5)
seq5812	21q11.14	(96.1,48.8)
seq5813	5q15.11	(92.4,52.0)
seq5814	21p10.1	(16.4,22.7)
seq5815	9p2.15	(94.0,65.4)
seq5816	20p11.1	(69.3,32.8)
seq5817	1p6.14	(70.8,93.0)
seq5818	8p14.12	(30.4,93.6)
seq5819	9p3.15	(95.5,79.8)
seq5820	6q7.2	(44.9,71.3)
seq5821	18p15.6	(51.9,56.5)
seq5822	20p13.13	(81.2,86.3)
seq5823	22p5.13	(23.6,57.1)
seq5824	20p12.7	(2.5,26.2)
seq5825	18p15.4	(43.4,83.0)
seq5826	11q14.3	(5.0,49.6)
seq5827	18p7.5	(48.2,36.9)
seq5828	20q6.4	(27.8,88.4)
seq5829	12p5.5	(50.5,82.4)
seq5830	6q15.7	(62.4,87.3)
seq5831	19q9.8	(24.1,45.5)
seq5832	18q6.2	(59.0,26.5)
seq5833	9q10.4	(8.8,98.0)
seq5834	12q5.1	(65.3,42.4)
seq5835	10q3.2	(9.7,43.6)
seq5836	10p14.11	(49.7,6.6)
seq5837	8q11.5	(40.6,5.2)
seq5838	14q1.4	(76.9,27.0)
seq5839	14q11.11	(1.2,90.5)
seq5840	3p10.2	(72.6,27.4)
seq5841	3p5.13	(50.5,49.4)
seq5842	20p5.2	(35.7,10.6)
seq5843	18p2.10	(38.9,60.4)
seq5844	4q4.9	(6.8,67.8)
seq5845	10p7.1	(25.4,1.5)
seq5846	10p12.9	(8.4,42.4)
seq5847	5q5.7	(68.4,96.5)
seq5848	3q10.10	(9.8,90.2)
seq5849	13q2.1	(63.1,62.2)
seq5850	20p14.6	(27.4,69.2)
seq5851	10q7.5	(35.5,79.6)
seq5852	7p15.10	(98.7,57.9)
seq5853	3q4.8	(52.0,26.1)
seq5854	8p13.8	(62.0,97.4)
seq5855	17p11.10	(5.8,75.8)
seq5856	1p6.6	(68.8,61.3)
seq5857	18q5.13	(30.5,38.5)
seq5858	14q2.4	(45.3,8.2)
seq5859	7p14.2	(73.9,54.4)
seq5860	7q13.13	(82.8,31.8)
seq5861	15q12.5	(34.5,89.0)
seq5862	18p3.7	(37.4,76.3)
seq5863	8q4.9	(78.9,58.0)
seq5864	14q8.15	(30.3,79.9)
seq5865	7p6.14	(88.5,57.7)
seq5866	6p4.12	(34.2,64.2)
seq5867	7q15.13	(47.3,8.9)
seq5868	12p2.6	(6.7,49.8)
seq5869	9q10.9	(62.2,25.5)
seq5870	1p3.9	(8.3,55.7)
seq5871	1q1.3	(75.5,68.6)
seq5872	1q10.3	(58.3,32.9)
seq5873	4p13.11	(20.5,48.2)
seq5874	18p7.7	(32.9,76.3)
seq5875	18q12.5	(96.0,35.9)
seq5876	20q13.12	(15.2,80.5)
seq5877	10q15.1	(28.4,48.5)
seq5878	8p9.12	(14.8,51.6)
seq5879	4q15.12	(58.4,98.7)
seq5880	20q10.3	(86.3,36.2)
seq5881	13q10.6	(62.6,11.5)
seq5882	18q4.7	(42.6,39.3)
seq5883	20p7.13	(74.4,74.0)
seq5884	9p7.1	(92.1,63.5)
seq5885	22q5.4	(11.5,84.6)
seq5886	2q2.5	(9.8,95.0)
seq5887	8q13.3	(24.8,58.2)
seq5888	13p11.3	(74.0,41.5)
seq5889	17q15.4	(7.4,57.2)
seq5890	18p13.7	(10.9,53.9)
seq5891	17p7.15	(71.0,65.3)
seq5892	21q10.6	(96.5,50.2)
seq5893	9p9.6	(99.5,38.9)
seq5894	20q10.6	(7.5,34.0)
seq5895	14p12.15	(37.5,43.4)
seq5896	4p1.9	(19.7,58.7)
seq5897	1p13.2	(29.8,54.5)
seq5898	12p8.5	(23.8,59.1)
seq5899	16p12.9	(0.4,56.4)
seq5900	9q2.7	(88.6,93.7)
seq5901	15q14.8	(36.6,7.9)
seq5902	1q10.2	(46.4,3.7)
seq5903	11q1.11	(64.8,59.1)
seq5904	22p9.9	(5.8,85.4)
seq5905	5p4.6	(26.2,33.6)
seq5906	10p12.11	(10.8,80.0)
seq5907	3q10.3	(36.9,19.2)
seq5908	15p13.6	(38.0,4.6)
seq5909	20p3.8	(18.0,25.9)
seq5910	16p7.11	(73.3,10.3)
seq5911	16q4.1	(74.6,82.7)
seq5912	7q2.9	(3.6,2.3)
seq5913	12q14.15	(63.1,80.1)
seq5914	21q9.5	(71.2,29.9)
seq5915	22q1.13	(68.8,58.0)
seq5916	3p13.10	(63.6,69.2)
seq5917	2p4.3	(73.3,70.9)
seq5918	13p4.2	(20.9,91.2)
seq5919	3p6.11	(82.7,47.3)
seq5920	5p13.3	(82.8,0.7)
seq5921	20q13.3	(65.7,78.2)
seq5922	4q8.14	(83.1,20.6)
seq5923	19q15.14	(98.8,97.2)
seq5924	20p13.12	(74.8,36.7)
seq5925	4q3.15	(32.1,88.8)
seq5926	3p4.3	(91.1,82.8)
seq5927	17q15.2	(42.7,64.5)
seq5928	22p5.13	(70.9,87.0)
seq5929	3p13.10	(92.4,76.8)
seq5930	2q12.3	(97.9,4.3)
seq5931	19p12.8	(6.8,3.2)
seq5932	2q4.12	(57.2,94.5)
seq5933	11p9.15	(53.9,81.6)
seq5934	11q9.12	(71.4,45.3)
seq5935	5q1.5	(53.1,40.8)
seq5936	20p4.12	(89.5,72.9)
seq5937	15p6.9	(32.9,47.7)
seq5938	21p1.1	(70.0,71.3)
seq5939	6q12.10	(61.7,30.1)
seq5940	17p12.10	(98.8,12.1)
seq5941	9p6.8	(79.4,75.9)
seq5942	8p3.3	(27.0,67.5)
seq5943	7q5.4	(91.3,93.3)
seq5944	2q13.9	(69.7,18.8)
seq5945	9q1.13	(72.5,94.1)
seq5946	9q1.4	(45.3,60.5)
seq5947	6p15.10	(59.1,81.0)
seq5948	17q2.6	(58.0,55.5)
seq5949	14p4.9	(17.8,16.9)
seq5950	21p2.9	(55.6,86.4)
seq5951	12q3.10	(90.5,52.6)
seq5952	18p10.8	(41.1,88.4)
seq5953	17q3.8	(39.9,31.8)
seq5954	18q13.12	(52.9,82.5)
seq5955	7p14.2	(32.1,53.9)
seq5956	6q15.4	(12.5,26.1)
seq5957	3p13.15	(82.8,6.3)
seq5958	18p3.12	(56.7,61.3)
seq5959	22q2.1	(44.7,27.3)
seq5960	13p4.1	(84.2,13.5)
seq5961	15q8.11	(64.9,86.3)
seq5962	12q8.9	(71.8,98.1)
seq5963	14p3.5	(89.3,40.2)
seq5964	7p11.10	(12.9,48.5)
seq5965	22q15.10	(33.5,74.2)
seq5966	8q15.3	(25.1,21.8)
seq5967	12p10.3	(11.1,97.4)
seq5968	8p9.3	(18.0,85.3)
seq5969	9q15.13	(73.3,99.1)
seq5970	15p2.1	(72.1,21.2)
seq5971	10p6.5	(52.8,55.7)
seq5972	17p7.3	(8.9,49.5)
seq5973	6q4.15	(8.4,87.9)
seq5974	5q10.14	(50.8,76.8)
seq5975	20p10.5	(57.5,99.7)
seq5976	15q5.15	(14.5,18.1)
seq5977	1p10.2	(50.5,98.8)
seq5978	9p15.9	(60.1,57.1)
seq5979	13p8.5	(79.6,80.9)
seq5980	5p11.13	(22.4,13.8)
seq5981	6q11.2	(74.3,98.4)
seq5982	20q13.3	(24.7,50.0)
seq5983	7p14.3	(9.8,4.7)
seq5984	11q1.3	(69.5,0.3)
seq5985	7p3.13	(54.3,54.7)
seq5986	16q7.2	(11.0,71.4)
seq5987	19q9.13	(13.1,30.8)
seq5988	3q1.3	(98.7,78.5)
seq5989	22q9.11	(98.3,97.9)
seq5990	2p2.15	(6.5,69.3)
seq5991	7p8.12	(46.8,87.4)
seq5992	16p7.14	(10.3,48.0)
seq5993	15p4.13	(22.0,37.6)
seq5994	10p6.2	(45.5,60.9)
seq5995	20p13.3	(35.5,89.0)
seq5996	4p15.4	(37.1,98.9)
seq5997	3q4.14	(35.8,95.0)
seq5998	10p12.6	(16.4,81.3)
seq5999	21p10.2	(23.5,17.2)
seq6000	3q8.15	(88.0,55.0)
seq6001	8q2.2	(6.7,13.0)
seq6002	7p8.3	(3.3,69.7)
seq6003	20p1.4	(45.2,50.9)
seq6004	17p1.8	(24.7,72.5)
seq6005	19q7.2	(86.5,24.9)
seq6006	6p11.12	(98.3,0.3)
seq6007	9p6.1	(25.1,96.2)
seq6008	14p1.15	(96.5,61.5)
seq6009	6p1.4	(17.9,58.1)
seq6010	12p11.14	(4.9,59.0)
seq6011	8p3.5	(58.2,81.1)
seq6012	21p10.9	(15.6,81.7)
seq6013	1p7.3	(61.5,99.9)
seq6014	15p8.5	(22.1,51.1)
seq6015	11p9.1	(34.3,74.6)
seq6016	20q6.8	(60.3,60.4)
seq6017	12q5.14	(78.5,52.0)
seq6018	19q7.13	(5.6,97.9)
seq6019	3q15.7	(81.7,3.3)
seq6020	2q13.10	(77.4,41.0)
seq6021	10q11.8	(98.7,64.6)
seq6022	5p7.10	(72.9,56.4)
seq6023	11q3.9	(13.8,27.1)
seq6024	19q11.1	(7.8,92.1)
seq6025	15q7.14	(9.0,79.1)
seq6026	8q15.7	(96.6,25.2)
seq6027	3p9.10	(6.9,94.1)
seq6028	4q13.3	(26.1,18.2)
seq6029	20p10.15	(15.4,85.2)
seq6030	8p2.10	(83.6,91.6)
seq6031	1p11.6	(65.2,21.8)
seq6032	3p2.14	(50.5,46.4)
seq6033	1q10.5	(35.5,11.5)
seq6034	1p3.14	(70.7,24.9)
seq6035	8q8.11	(12.5,88.1)
seq6036	21p6.9	(69.2,42.7)
seq6037	5q12.7	(97.6,28.3)
seq6038	10q7.4	(88.9,2.0)
seq6039	9p2.10	(95.4,71.2)
seq6040	2p5.4	(34.0,83.7)
seq6041	20q1.11	(33.8,96.3)
seq6042	5q6.15	(8.8,91.9)
seq6043	6p5.3	(53.9,51.1)
seq6044	18p15.14	(95.8,69.8)
seq6045	1p9.14	(45.6,11.7)
seq6046	10q4.9	(56.1,63.0)
seq6047	19q6.12	(25.0,35.8)
seq6048	13q8.3	(80.3,28.0)
seq6049	14p8.5	(92.7,77.8)
seq6050	14p14.4	(24.7,45.1)
seq6051	21q4.7	(55.7,80.3)
seq6052	7p15.3	(16.9,17.6)
seq6053	12p1.1	(3.5,98.2)
seq6054	18q4.10	(47.4,25.2)
seq6055	18p6.6	(20.9,66.3)
seq6056	6q6.2	(75.3,83.5)
seq6057	21p3.2	(94.5,99.0)
seq6058	3p1.8	(54.0,41.5)
seq6059	19p15.9	(65.2,17.1)
seq6060	21p11.3	(74.6,7.6)
seq6061	11p14.11	(74.4,73.8)
seq6062	16p15.5	(23.6,3.2)
seq6063	12p1.14	(45.9,80.1)
seq6064	9p7.10	(72.6,55.7)
seq6065	15p9.15	(92.4,42.0)
seq6066	18p4.2	(8.1,38.9)
seq6067	1p7.15	(29.2,38.1)
seq6068	2q11.7	(16.2,22.4)
seq6069	19q9.11	(47.7,98.5)
seq6070	13p13.12	(10.1,12.4)
seq6071	2p13.5	(77.6,20.3)
seq6072	13p10.7	(24.6,5.2)
seq6073	12q3.5	(92.4,13.9)
seq6074	11p15.14	(33.1,90.9)
seq6075	20q3.12	(1.2,83.1)
seq6076	12p7.4	(28.3,56.5)
seq6077	6q14.8	(42.3,48.4)
seq6078	12q1.4	(38.4,38.0)
seq6079	8q11.15	(92.9,76.7)
seq6080	8q10.7	(64.6,54.9)
seq6081	20q11.4	(40.8,62.5)
seq6082	5q10.9	(53.1,53.8)
seq6083	13p15.11	(83.6,66.9)
seq6084	16p1.15	(79.6,17.9)
seq6085	18p9.2	(69.7,71.0)
seq6086	13p14.4	(96.7,17.8)
seq6087	2p8.14	(10.7,73.5)
seq6088	18p10.14	(52.6,15.6)
seq6089	4q5.6	(75.6,96.0)
seq6090	2q14.9	(83.8,13.4)
seq6091	11q5.9	(55.6,43.7)
seq6092	6p7.6	(25.9,20.4)
seq6093	19p2.6	(48.8,7.1)
seq6094	4p1.12	(32.8,2.9)
seq6095	20p10.5	(43.8,2.3)
seq6096	8q4.7	(11.1,74.5)
seq6097	22p8.11	(5.2,66.8)
seq6098	4p13.15	(73.1,54.0)
seq6099	1q7.4	(54.1,73.8)
seq6100	18p11.4	(81.8,15.6)
seq6101	12q2.15	(38.1,74.1)
seq6102	11p15.13	(81.1,31.5)
seq6103	1q5.13	(88.4,77.8)
seq6104	3p12.9	(38.8,82.0)
seq6105	22p9.6	(79.6,94.7)
seq6106	20p14.13	(14.7,86.3)
seq6107	19q7.10	(42.3,6.8)
seq6108	19p3.13	(69.9,41.0)
seq6109	15q13.3	(21.0,33.5)
seq6110	16q8.5	(53.6,33.6)
seq6111	6p13.10	(68.7,26.6)
seq6112	10q9.12	(28.3,38.2)
seq6113	13p7.14	(74.4,77.9)
seq6114	3q10.7	(77.8,73.6)
seq6115	21q12.12	(14.7,73.6)
seq6116	22q10.15	(69.2,18.5)
seq6117	7q15.11	(93.9,16.8)
seq6118	9q14.6	(20.4,85.3)
seq6119	4q10.2	(23.1,6.6)
seq6120	17q14.15	(4.7,99.2)
seq6121	15q6.8	(62.7,67.0)
seq6122	12p14.11	(89.2,37.2)
seq6123	21p12.10	(49.4,32.2)
seq6124	15q5.2	(9.3,29.7)
seq6125	19p4.8	(24.2,97.8)
seq6126	14q13.1	(79.7,13.8)
seq6127	22q11.12	(95.9,39.0)
seq6128	12q5.1	(2.5,62.7)
seq6129	10q15.6	(80.8,81.6)
seq6130	19p5.14	(53.0,38.5)
seq6131	17p6.3	(33.0,93.3)
seq6132	15q14.2	(13.8,88.9)
seq6133	16p3.1	(39.1,89.7)
seq6134	6p4.13	(80.7,84.9)
seq6135	16p11.8	(35.4,3.6)
seq6136	7q9.15	(62.4,84.3)
seq6137	22p9.4	(54.3,5.8)
seq6138	8q7.3	(70.4,14.3)
seq6139	17q13.10	(72.5,62.4)
seq6140	15q9.7	(8.7,1.9)
seq6141	7q10.2	(44.2,68.8)
seq6142	18q11.4	(10.2,80.9)
seq6143	18q1.14	(11.0,93.2)
seq6144	6p10.13	(94.4,73.6)
seq6145	5p12.9	(78.0,23.9)
seq6146	21q11.5	(46.6,74.5)
seq6147	9p4.2	(11.1,31.1)
seq6148	8p3.8	(29.0,0.3)
seq6149	9q10.14	(65.2,57.1)
seq6150	8p9.14	(31.1,63.5)
seq6151	9q4.9	(53.3,45.9)
seq6152	3q3.10	(2.3,62.8)
seq6153	12q5.5	(24.8,50.8)
seq6154	10p1.12	(97.1,99.1)
seq6155	19q6.12	(36.3,21.9)
seq6156	15q6.8	(40.2,78.4)
seq6157	3p12.10	(28.4,56.4)
seq6158	17q5.1	(34.6,73.5)
seq6159	11p4.1	(6.3,5.7)
seq6160	20p8.7	(61.1,35.7)
seq6161	18q2.15	(95.7,12.7)
seq6162	16p12.4	(25.4,44.7)
seq6163	16p7.12	(77.9,50.6)
seq6164	2q15.5	(51.2,6.1)
seq6165	14q6.2	(32.5,93.3)
seq6166	15p8.4	(72.2,24.1)
seq6167	16p12.8	(86.0,25.7)
seq6168	12p1.11	(99.6,83.7)
seq6169	21p10.11	(97.0,26.3)
seq6170	6q10.10	(82.9,36.9)
seq6171	5q3.2	(34.4,6.1)
seq6172	2p6.8	(71.8,97.2)
seq6173	6q9.5	(75.9,5.9)
seq6174	14p6.11	(42.9,92.1)
seq6175	5p10.3	(40.8,25.7)
seq6176	20p13.3	(53.8,84.2)
seq6177	11p9.14	(2.8,94.3)
seq6178	9p15.7	(51.5,20.2)
seq6179	8q1.7	(1.5,42.9)
seq6180	12q11.6	(3.7,72.7)
seq6181	21p12.3	(80.5,18.6)
seq6182	12p12.7	(46.4,84.6)
seq6183	21p2.15	(89.0,11.6)
seq6184	5p10.11	(20.9,8.1)
seq6185	21p1.9	(68.7,3.2)
seq6186	12q5.14	(49.8,24.8)
seq6187	9p7.6	(39.0,68.9)
seq6188	7q9.8	(25.3,3.8)
seq6189	4q8.1	(42.4,95.7)
seq6190	3p4.1	(35.7,18.9)
seq6191	15p7.10	(48.4,20.0)
seq6192	4p13.6	(84.9,34.7)
seq6193	7p2.3	(85.5,88.7)
seq6194	18p13.6	(53.2,84.2)
seq6195	10p12.5	(27.1,32.0)
seq6196	1p2.8	(88.8,62.1)
seq6197	5q14.10	(33.6,37.3)
seq6198	16p13.15	(96.4,71.4)
seq6199	19p11.2	(19.4,53.9)
seq6200	12q15.14	(75.2,8.6)
seq6201	6p11.14	(45.8,72.1)
seq6202	20q7.15	(58.4,76.3)
seq6203	12p8.2	(94.8,62.1)
seq6204	1p12.7	(68.7,46.5)
seq6205	11q6.15	(27.1,40.8)
seq6206	8q9.14	(32.3,32.1)
seq6207	10p15.1	(27.1,96.1)
seq6208	10p14.7	(4.5,11.7)
seq6209	18q9.10	(54.7,98.7)
seq6210	7q13.5	(30.0,23.2)
seq6211	2q12.15	(98.7,78.0)
seq6212	22p6.15	(14.1,91.2)
seq6213	6p4.11	(92.3,2.4)
seq6214	16q13.4	(4.9,1.2)
seq6215	1p1.14	(69.0,52.1)
seq6216	19p6.8	(47.2,8.8)
seq6217	5q5.1	(52.2,48.1)
seq6218	21p2.10	(79.5,24.7)
seq6219	9q13.13	(33.3,70.1)
seq6220	15q5.6	(36.5,20.3)
seq6221	3q7.2	(58.7,91.6)
seq6222	13q12.6	(84.5,89.5)
seq6223	11q12.9	(27.6,15.5)
seq6224	3q3.8	(20.0,71.6)
seq6225	14q5.4	(0.8,35.4)
seq6226	13q6.8	(49.8,86.9)
seq6227	7p6.7	(1.6,9.3)
seq6228	21p3.12	(20.4,47.4)
seq6229	4p7.5	(30.8,7.6)
seq6230	1p3.3	(94.8,48.9)
seq6231	10p4.12	(17.5,42.7)
seq6232	18p10.13	(19.9,0.3)
seq6233	22q9.15	(2.0,11.0)
seq6234	7p12.2	(54.4,85.9)
seq6235	4q1.7	(81.7,67.2)
seq6236	9q8.3	(84.9,36.5)
seq6237	20q1.13	(37.5,49.5)
seq6238	17q11.5	(68.3,31.2)
seq6239	18p12.8	(20.2,51.9)
seq6240	7q2.4	(46.5,7.1)
seq6241	14p2.1	(89.7,16.5)
seq6242	18p6.12	(73.7,1.0)
seq6243	11p2.9	(28.5,98.3)
seq6244	9q9.2	(9.2,21.5)
seq6245	1p6.8	(47.6,81.5)
seq6246	17q2.14	(5.0,66.1)
seq6247	16q7.2	(42.8,35.5)
seq6248	5p1.7	(22.4,44.3)
seq6249	13p10.7	(93.5,36.7)
seq6250	20p5.4	(63.7,59.9)
seq6251	17q9.6	(92.0,76.3)
seq6252	6p2.2	(34.3,42.5)
seq6253	4p12.13	(76.0,45.7)
seq6254	5p15.8	(7.0,25.7)
seq6255	2q9.9	(64.7,76.9)
seq6256	10p13.15	(12.8,86.3)
seq6257	14q10.9	(65.7,47.7)
seq6258	3q5.10	(5.5,50.6)
seq6259	17q2.10	(48.1,58.2)
seq6260	1q15.9	(9.6,57.7)
seq6261	7p11.12	(19.2,36.5)
seq6262	21p13.11	(88.9,50.1)
seq6263	5p1.12	(78.1,56.2)
seq6264	19p8.14	(39.3,6.3)
seq6265	16q8.5	(78.6,85.6)
